Country,Year,GDP_Forecast
Uzbekistan,2029,10998622689.495682
Uzbekistan,2030,6273154039.726059
Uzbekistan,2031,3000310903.373993
Vanuatu,2022,899843532.0855138
Vanuatu,2023,920351409.2847695
Vanuatu,2024,941697672.2991908
Vanuatu,2025,962967192.6182384
Vanuatu,2026,983807687.3924937
Vanuatu,2027,1004231440.8305433
Vanuatu,2028,1024385194.6122148
Vanuatu,2029,1044405204.3605912
Vanuatu,2030,1064366206.5648332
Vanuatu,2031,1084287913.688396
Vietnam,2022,281638158775.0898
Vietnam,2023,294625815623.347
Vietnam,2024,309001802262.1451
Vietnam,2025,324262881890.77264
Vietnam,2026,340170017342.79535
Vietnam,2027,356602153419.0445
Vietnam,2028,373494741268.4649
Vietnam,2029,390813138568.6313
Vietnam,2030,408540413685.27484
Vietnam,2031,426671175499.6458
Western Sahara,2022,1779788480948.5366
Western Sahara,2023,1899923340701.3477
Western Sahara,2024,1889725982901.3438
Western Sahara,2025,1840097591983.292
Western Sahara,2026,1822882175589.37
Western Sahara,2027,1854224545946.5947
Western Sahara,2028,1810145090837.7236
Western Sahara,2029,1715881974937.8115
Western Sahara,2030,1588569148826.5293
Western Sahara,2031,1484093178166.3271
Yemen,2022,20509303304.398613
Yemen,2023,19409041685.533997
Yemen,2024,20091884313.505806
Yemen,2025,21461788006.234276
Yemen,2026,22763421668.38717
Yemen,2027,23939789087.833675
Yemen,2028,24840236579.976532
Yemen,2029,25352161799.02444
Yemen,2030,25516478082.589027
Yemen,2031,25408503061.963974
Zambia,2022,14190226247.160995
Zambia,2023,10443479943.412529
Zambia,2024,6771577120.111662
Zambia,2025,3173201940.3475533
Zambia,2026,-300464023.13730145
Zambia,2027,-3573465308.698084
Zambia,2028,-6561091610.678865
Zambia,2029,-9179155258.957201
Zambia,2030,-11349642383.86554
Zambia,2031,-13004449052.843819
Zimbabwe,2022,18608505277.41441
Zimbabwe,2023,17610683546.588276
Zimbabwe,2024,16701601631.286175
Zimbabwe,2025,15706647913.0295
Zimbabwe,2026,14689407663.428772
Zimbabwe,2027,13684321458.39392
Zimbabwe,2028,12725491581.246483
Zimbabwe,2029,11845465053.047428
Zimbabwe,2030,11070239225.327126
Zimbabwe,2031,10417514669.38758
